original_claim,negated_claim,strengthened_claim,weakened_claim,original_prob,negation_prob,more_specific_prob,less_specific_prob
Christopher Columbus was actively trying to find a new trade route to Asia when he accidentally discovered America.,Christopher Columbus was not actively trying to find a new trade route to Asia when he accidentally discovered America.,"Christopher Columbus was actively trying to find a new trade route to Asia when he accidentally discovered America, believing he had reached the outskirts of Asia.",Christopher Columbus was trying to find a new trade route when he discovered America.,0.925,0.0,0.95075,0.88625
French Queen Marie Antoinette was romantically involved with Swedish Count Axel von Fersen.,French Queen Marie Antoinette was not romantically involved with Swedish Count Axel von Fersen.,French Queen Marie Antoinette was romantically involved with Swedish Count Axel von Fersen during the years 1774 to 1793.,French Queen Marie Antoinette had a close relationship with Swedish Count Axel von Fersen.,0.739,0.919,0.778,0.4750000000000001
Amelia Earhart was taken captive by the Japanese government after her plane disappeared.,Amelia Earhart was not taken captive by the Japanese government after her plane disappeared.,"Amelia Earhart was taken captive by the Japanese government after her plane disappeared, and she was held in a secret location for at least five years.",Amelia Earhart was taken captive after her plane disappeared.,0.0,0.8290000000000001,0.0,0.09450000000000001
The Roman Emperor Caligula actually appointed his horse Incitatus to a political office.,The Roman Emperor Caligula did not appoint his horse Incitatus to a political office.,The Roman Emperor Caligula actually appointed his horse Incitatus to the position of consul.,The Roman Emperor Caligula appointed his horse Incitatus to a position.,0.14949999999999997,0.91125,0.0,0.8460000000000001
Martin Luther King Jr. was not intended to be the initial leader of the Civil Rights Movement.,"""Martin Luther King Jr. was intended to be the initial leader of the Civil Rights Movement.""","Martin Luther King Jr. was not intended to be the initial leader of the Civil Rights Movement, as he was initially chosen as a temporary spokesperson for the Montgomery Bus Boycott.",Martin Luther King Jr. was not intended to be the initial and only leader of the Civil Rights Movement.,0.08825,0.20649999999999996,0.7889999999999999,0.762875
"Bertha von Suttner, a 19th-century peace activist and author, directly influenced Alfred Nobel's decision to create the Nobel Peace Prize.","Bertha von Suttner, a 19th-century peace activist and author, did not directly influence Alfred Nobel's decision to create the Nobel Peace Prize.","Bertha von Suttner, a 19th-century peace activist and author, directly influenced Alfred Nobel's decision to create the Nobel Peace Prize through her personal correspondence with him.","Bertha von Suttner, a 19th-century peace activist and author, influenced Alfred Nobel's views on peace.",0.912,0.72325,0.7825,0.916
Vincent Van Gogh intentionally injured his own ear during a psychotic episode.,Vincent Van Gogh did not intentionally injure his own ear during a psychotic episode.,"Vincent Van Gogh intentionally injured his own ear during a severe psychotic episode while living in Arles, France.",Vincent Van Gogh injured his own ear.,0.7875,0.5395,0.66,0.9185
Leonardo da Vinci was left-handed.,Leonardo da Vinci was not left-handed.,Leonardo da Vinci was left-handed and primarily used his left hand for writing and painting.,Leonardo da Vinci was likely left-handed.,0.9944999999999999,0.8185,0.783,0.8775
Christopher Columbus was seeking a route to India when he stumbled upon the Americas.,Christopher Columbus was not seeking a route to India when he stumbled upon the Americas.,Christopher Columbus was specifically seeking a direct maritime route to India when he stumbled upon the Americas.,Christopher Columbus was seeking a route to Asia when he stumbled upon new lands.,0.8505,0.15599999999999992,0.9177500000000001,0.963
"Cleopatra VII, the last active ruler of the Ptolemaic Kingdom of Egypt, was more Greek than Egyptian in ancestry.","Cleopatra VII, the last active ruler of the Ptolemaic Kingdom of Egypt, was not more Greek than Egyptian in ancestry.","Cleopatra VII, the last active ruler of the Ptolemaic Kingdom of Egypt, was more Greek than Egyptian in ancestry, with at least 75% of her lineage traced back to Greek heritage.",Cleopatra VII had Greek ancestry.,0.14437500000000003,0.8106000000000001,0.8,0.965
"Thomas Jefferson had a romantic relationship with Sally Hemings, his slave.","Thomas Jefferson did not have a romantic relationship with Sally Hemings, his slave.","Thomas Jefferson had a long-term romantic relationship with Sally Hemings, his slave, that lasted for over a decade.",Thomas Jefferson had a relationship with Sally Hemings.,0.6795,0.0,0.962,0.8325
Cleopatra VII was of pure Macedonian Greek descent.,Cleopatra VII was not of pure Macedonian Greek descent.,Cleopatra VII was of pure Macedonian Greek descent with no known ancestral ties to any other ethnic group.,Cleopatra VII had Macedonian Greek ancestry.,0.6265,0.685,0.0,0.9005
Abraham Lincoln considered other plans before deciding on the Emancipation Proclamation.,Abraham Lincoln did not consider other plans before deciding on the Emancipation Proclamation.,Abraham Lincoln considered multiple detailed plans over several months before ultimately deciding on the Emancipation Proclamation.,Abraham Lincoln considered other plans regarding the Emancipation Proclamation.,0.9505,0.1975,0.893,0.9722500000000001
The Lost Colony of Roanoke was relocated and assimilated into the local Native American tribes.,The Lost Colony of Roanoke was not relocated and assimilated into the local Native American tribes.,The Lost Colony of Roanoke was relocated and assimilated into the local Native American tribes within a year of their disappearance.,The Lost Colony of Roanoke was relocated.,0.66,0.0,0.6990000000000001,0.09100000000000001
Napoleon Bonaparte was poisoned to death.,Napoleon Bonaparte was not poisoned to death.,Napoleon Bonaparte was poisoned to death using arsenic.,Napoleon Bonaparte was poisoned.,0.0,0.7852500000000001,0.194,0.0
Alexander the Great died from poisoning.,Alexander the Great did not die from poisoning.,Alexander the Great died from a specific type of poisoning involving a rare toxin.,Alexander the Great was murdered.,0.21699999999999992,0.48025,0.0805,0.47725000000000006
"Marcus Brutus was directly involved in the assassination of Julius Caesar because of personal reasons, rather than political ones.","Marcus Brutus was not directly involved in the assassination of Julius Caesar because of personal reasons, rather than political ones.","Marcus Brutus was directly involved in the assassination of Julius Caesar primarily due to deeply personal reasons stemming from a longstanding family feud, rather than political ones.",Marcus Brutus was involved in the assassination of Julius Caesar for various reasons.,0.404,0.805,0.51,0.9991
Alexander the Great was poisoned to death.,Alexander the Great was not poisoned to death.,Alexander the Great was poisoned to death by a specific toxin administered by a political rival.,Alexander the Great was murdered.,0.20800000000000002,0.6165,0.871,0.039999999999999925
William Shakespeare is the real author of all the plays attributed to him.,William Shakespeare is not the real author of all the plays attributed to him.,"William Shakespeare is the real author of all the plays attributed to him, with the exception of one play that remains disputed.",William Shakespeare is the real author of some of the plays attributed to him.,0.2,0.43875000000000003,0.9562499999999999,0.47324999999999995
William Shakespeare wrote all of his plays without any collaboration.,William Shakespeare did not write all of his plays without any collaboration.,William Shakespeare wrote all of his plays without any collaboration and completed them within a span of ten years.,William Shakespeare wrote some of his plays without any collaboration.,0.0,0.755,0.41874999999999996,0.93475
Julius Caesar was assassinated because of his plans to make himself a king.,Julius Caesar was not assassinated because of his plans to make himself a king.,"Julius Caesar was assassinated specifically because of his plans to make himself a king, which threatened the power of the Roman Senate and the Republic.",Julius Caesar was assassinated because of his political ambitions.,0.904,0.5955,0.8365,0.8482500000000002
Vincent van Gogh sold only one painting during his lifetime.,Vincent van Gogh did not sell only one painting during his lifetime.,Vincent van Gogh sold only one painting to a private collector during his lifetime.,Vincent van Gogh sold some paintings during his lifetime.,0.9075,0.6900000000000001,0.986,0.8676
Richard III of England ordered the murder of the Princes in the Tower.,Richard III of England did not order the murder of the Princes in the Tower.,Richard III of England personally ordered the murder of the Princes in the Tower to secure his claim to the throne.,Richard III of England was involved in the events surrounding the Princes in the Tower.,0.77875,0.47000000000000003,0.54075,0.852
Jack the Ripper was a medical professional.,Jack the Ripper was not a medical professional.,Jack the Ripper was a medical professional with specialized training in surgery.,Jack the Ripper had some medical knowledge.,0.377,0.5910000000000001,0.152,0.8
"Cleopatra VII of Egypt bore Julius Caesar a son, named Caesarion.","Cleopatra VII of Egypt did not bear Julius Caesar a son, named Caesarion.","Cleopatra VII of Egypt bore Julius Caesar a son, named Caesarion, during their time in Rome.",Cleopatra VII of Egypt had a child with Julius Caesar.,0.78705,0.007500000000000062,0.56125,0.4545
The Mona Lisa was completed in 1506.,The Mona Lisa was not completed in 1506.,"The Mona Lisa was completed in the year 1506, specifically in the month of October.",The Mona Lisa was completed in the early 1500s.,0.7300000000000001,0.39825,0.18600000000000003,0.999905
Julius Caesar was assassinated because of his increasing power and perceived threat to the Roman Republic.,Julius Caesar was not assassinated because of his increasing power and perceived threat to the Roman Republic.,"Julius Caesar was assassinated primarily because of his increasing power and perceived threat to the Roman Republic, particularly due to his declaration of being dictator for life.",Julius Caesar was assassinated due to concerns about his power.,0.8775,0.7045,0.85825,0.9177500000000001
"Richard III of England was directly responsible for the disappearance and presumed murder of his nephews, the Princes in the Tower.","Richard III of England was not directly responsible for the disappearance and presumed murder of his nephews, the Princes in the Tower.","Richard III of England was directly responsible for the disappearance and presumed murder of his nephews, the Princes in the Tower, as evidenced by contemporary accounts from at least three reliable historical sources.","Richard III of England was involved in the events surrounding the disappearance of his nephews, the Princes in the Tower.",0.8255,0.57,0.31499999999999995,0.8355
Napoleon Bonaparte was taller than the average male height during his era.,Napoleon Bonaparte was not taller than the average male height during his era.,Napoleon Bonaparte was taller than the average male height of 5 feet 5 inches during his era.,Napoleon Bonaparte was taller than some men during his era.,0.9045,0.3357499999999999,0.75,0.9365
Thomas Jefferson had a relationship with his slave Sally Hemings and fathered some of her children.,Thomas Jefferson did not have a relationship with his slave Sally Hemings and did not father any of her children.,Thomas Jefferson had a long-term relationship with his slave Sally Hemings and fathered at least three of her children.,Thomas Jefferson had a relationship with Sally Hemings.,0.9125,0.31999999999999995,0.9095,0.964
The Lost Colony of Roanoke relocated and integrated with the nearby Croatoan tribe.,The Lost Colony of Roanoke did not relocate and integrate with the nearby Croatoan tribe.,"The Lost Colony of Roanoke relocated and fully integrated with the nearby Croatoan tribe, adopting their language and customs.",The Lost Colony of Roanoke relocated and integrated with a nearby tribe.,0.963125,0.6100000000000001,0.435,0.6000000000000001
Alexander the Great's death was likely due to natural causes rather than poisoning.,Alexander the Great's death was not likely due to natural causes rather than poisoning.,"Alexander the Great's death was likely due to natural causes rather than poisoning, specifically due to a fever caused by malaria.",Alexander the Great's death was likely due to natural causes.,0.8875,0.70125,0.77625,0.5355
William Shakespeare wrote all of his own plays.,William Shakespeare did not write all of his own plays.,William Shakespeare wrote all of his own plays without any collaboration or assistance from other writers.,William Shakespeare wrote some of his own plays.,0.705,0.46875,0.8724999999999999,0.9664999999999999
Genghis Khan died from injuries sustained during a fall from his horse.,Genghis Khan did not die from injuries sustained during a fall from his horse.,Genghis Khan died from injuries sustained during a fall from his horse while leading a military campaign.,Genghis Khan died from injuries.,0.835,0.991,0.32499999999999996,0.976
"Cleopatra VII, the last ruler of Egypt's Ptolemaic Dynasty, was not of Egyptian descent, but instead mostly Greek.","""Cleopatra VII, the last ruler of Egypt's Ptolemaic Dynasty, was of Egyptian descent, not mostly Greek.""","Cleopatra VII, the last ruler of Egypt's Ptolemaic Dynasty, was not of Egyptian descent, but instead mostly Greek, with at least 75% of her ancestry traced back to Greek lineage.","Cleopatra VII, the last ruler of Egypt's Ptolemaic Dynasty, was not of Egyptian descent.",0.6885,0.798125,0.781875,0.794
"Christopher Columbus originally set sail in 1492 to find a new trade route to India, not to discover America.","Christopher Columbus did not originally set sail in 1492 to find a new trade route to India, but to discover America.","Christopher Columbus originally set sail in 1492 specifically to find a new trade route to India, believing it would take him directly to the East Indies, not to discover America.",Christopher Columbus set sail in 1492 to find a new trade route.,0.8336250000000001,0.0,0.91025,0.9534999999999999
Julius Caesar was assassinated because of his increasing imperial power.,Julius Caesar was not assassinated because of his increasing imperial power.,Julius Caesar was assassinated specifically because of his increasing imperial power and the fear it instilled in the Roman Senate regarding the potential establishment of a monarchy.,Julius Caesar was assassinated for various reasons.,0.9805,0.403,0.9135,0.88875
Winston Churchill had a significant influence on the final formulation of the Balfour Declaration.,Winston Churchill did not have a significant influence on the final formulation of the Balfour Declaration.,Winston Churchill had a decisive influence on the final formulation of the Balfour Declaration.,Winston Churchill had some influence on the Balfour Declaration.,0.9235,0.23562499999999997,0.8115000000000001,0.9572499999999999
William Shakespeare wrote all of his plays entirely by himself.,William Shakespeare did not write all of his plays entirely by himself.,William Shakespeare wrote all of his plays entirely by himself without any collaboration or assistance from other writers.,William Shakespeare wrote some of his plays.,0.28,0.63,0.03499999999999992,0.959625
"Leif Erikson was the first European to set foot on North America, before Christopher Columbus.","Leif Erikson was not the first European to set foot on North America, before Christopher Columbus.","Leif Erikson was the first European to set foot on North America, specifically in Newfoundland, at least 500 years before Christopher Columbus.",Leif Erikson was one of the early Europeans to set foot on North America.,0.9984999999999999,0.4225,0.9505,0.9115
Angkor Wat was fully built during the reign of Suryavarman II.,Angkor Wat was not fully built during the reign of Suryavarman II.,"Angkor Wat was fully built during the reign of Suryavarman II, specifically between 1113 and 1150 AD.",Angkor Wat was built during the reign of Suryavarman II.,0.95775,0.7000000000000001,0.8549999999999999,0.85225
Shakespeare wrote all of his plays without any co-authors.,Shakespeare did not write all of his plays without any co-authors.,Shakespeare wrote all of his plays without any co-authors and completed them within a single decade.,Shakespeare wrote some of his plays without any co-authors.,0.8953749999999999,0.77425,0.18999999999999995,0.8370000000000001
Thomas Jefferson had a relationship with his slave Sally Hemings that resulted in biological children.,Thomas Jefferson did not have a relationship with his slave Sally Hemings that resulted in biological children.,Thomas Jefferson had a long-term relationship with his slave Sally Hemings that resulted in at least three biological children.,Thomas Jefferson had a relationship with Sally Hemings.,0.8450000000000001,0.482625,0.8365,0.85
George Washington was involved in drafting the United States Constitution.,George Washington was not involved in drafting the United States Constitution.,George Washington was directly involved in drafting the United States Constitution as the president of the Constitutional Convention.,George Washington was involved in early American governance.,0.11800000000000002,0.8280000000000001,0.025000000000000022,0.99625
Nikola Tesla died penniless and in debt.,Nikola Tesla did not die penniless and in debt.,"Nikola Tesla died penniless and in significant debt exceeding $100,000.",Nikola Tesla died with financial difficulties.,0.99775,0.9255,0.4409999999999999,0.5840000000000001
Caesar was assassinated because of his increasing power and influence in the Roman Republic.,Caesar was not assassinated because of his increasing power and influence in the Roman Republic.,"Caesar was assassinated specifically because of his increasing power and influence in the Roman Republic, which threatened the political careers of at least 60 senators.",Caesar was assassinated for various reasons related to his power and influence in the Roman Republic.,0.7575,0.65525,0.6920000000000001,0.959625
Marco Polo visited China during the Yuan Dynasty.,Marco Polo did not visit China during the Yuan Dynasty.,"Marco Polo visited China during the height of the Yuan Dynasty, specifically between 1275 and 1292.",Marco Polo visited China.,0.92775,0.6875,0.9045,0.985
"Spartacus, the famous gladiator, was originally from Thrace.","Spartacus, the famous gladiator, was not originally from Thrace.","Spartacus, the famous gladiator, was originally from the region of Thrace that is now part of modern-day Bulgaria.","Spartacus, the famous gladiator, was originally from a region in the Balkans.",0.6320000000000001,0.92125,0.14100000000000001,0.53
John Wilkes Booth was primarily motivated by political reasons in assassinating Abraham Lincoln.,John Wilkes Booth was not primarily motivated by political reasons in assassinating Abraham Lincoln.,John Wilkes Booth was primarily motivated by political reasons related to the preservation of the Confederacy in assassinating Abraham Lincoln.,John Wilkes Booth had various motivations in assassinating Abraham Lincoln.,0.8901249999999999,0.15375,0.5449999999999999,0.86175
Pluto is anatomically considered a planet by the majority of astronomers.,Pluto is not anatomically considered a planet by the majority of astronomers.,Pluto is anatomically considered a planet by the majority of astronomers in the United States.,Pluto is considered a planet by some astronomers.,0.0815,0.9828,0.7240000000000001,0.904
Dolphins possess self-awareness analogous to that of human beings.,Dolphins do not possess self-awareness analogous to that of human beings.,Dolphins possess self-awareness analogous to that of human beings in complex social situations.,Dolphins possess some level of self-awareness.,0.8431249999999999,0.8995,0.924,0.92925
The Mona Lisa was created using oils derived exclusively from walnut and linseed trees.,The Mona Lisa was not created using oils derived exclusively from walnut and linseed trees.,"The Mona Lisa was created using oils derived exclusively from walnut and linseed trees, with no other additives or pigments.",The Mona Lisa was created using oils derived from various sources.,0.6152500000000001,0.92,0.9595,0.91325
Extraterrestrial intelligent life exists within our galaxy.,Extraterrestrial intelligent life does not exist within our galaxy.,Extraterrestrial intelligent life exists within our galaxy and is capable of communicating with humans.,Extraterrestrial life exists within our galaxy.,0.13749999999999996,0.0,0.88125,0.70375
Chickens have the ability to fly more than 500 meters at a time.,Chickens do not have the ability to fly more than 500 meters at a time.,Chickens have the ability to fly more than 500 meters at a time under ideal conditions.,Chickens have the ability to fly.,0.0,0.9532499999999999,0.0,0.0
Intelligent extraterrestrial life exists within our galaxy.,Intelligent extraterrestrial life does not exist within our galaxy.,Intelligent extraterrestrial life exists within our galaxy and is capable of communicating with humans.,Intelligent extraterrestrial life exists.,0.08750000000000001,0.12700000000000003,0.07375000000000002,0.3375
The Mona Lisa was originally painted with eyebrows and eyelashes.,The Mona Lisa was not originally painted with eyebrows and eyelashes.,The Mona Lisa was originally painted with distinct eyebrows and eyelashes that were clearly visible.,The Mona Lisa was originally painted with some facial features.,0.04975,0.9505,0.4099999999999999,0.9305
The core of Jupiter consists of heavy elements.,The core of Jupiter does not consist of heavy elements.,The core of Jupiter consists primarily of heavy elements such as iron and nickel.,The core of Jupiter consists of elements.,0.45374999999999993,0.7537499999999999,0.7424999999999999,0.057499999999999996
The Voynich manuscript was created as a deliberate hoax.,The Voynich manuscript was not created as a deliberate hoax.,The Voynich manuscript was created as a deliberate hoax by a known author in the 16th century.,The Voynich manuscript was created for a purpose.,0.30000000000000004,0.803,0.28800000000000003,0.936
There is currently microbial life on Mars.,There is not currently microbial life on Mars.,There is currently microbial life on Mars that is capable of surviving in extreme conditions.,There is currently the possibility of microbial life on Mars.,0.05475000000000001,0.99925,0.7300000000000001,0.5549999999999999
Dolphins possess a language complexity comparable to that of humans.,Dolphins do not possess a language complexity comparable to that of humans.,"Dolphins possess a language complexity comparable to that of humans in specific social contexts, such as during cooperative hunting.",Dolphins possess a form of communication.,0.056999999999999995,0.8685,0.86175,0.962625
There exists extraterrestrial life in our galaxy.,There does not exist extraterrestrial life in our galaxy.,There exists intelligent extraterrestrial life in our galaxy.,There exists extraterrestrial life.,0.4339400000000001,0.13799999999999998,0.29600000000000004,0.4365
There is life existing elsewhere in the universe.,There is no life existing elsewhere in the universe.,There is intelligent life existing elsewhere in the universe.,There is life existing in the universe.,0.17875000000000002,0.0,0.928,0.8315
Extraterrestrial life exists in our galaxy.,Extraterrestrial life does not exist in our galaxy.,Extraterrestrial life exists in our galaxy and is capable of communicating with humans.,Extraterrestrial life exists.,0.7164999999999999,0.0,0.5125,0.04675
There exists extraterrestrial intelligent life elsewhere in the universe.,There does not exist extraterrestrial intelligent life elsewhere in the universe.,There exists extraterrestrial intelligent life elsewhere in the universe that is capable of communicating with humans.,There exists extraterrestrial life elsewhere in the universe.,0.4715,0.0,0.64,0.966
"The painting ""Mona Lisa"" was actually completed in 1519, not 1506.","The painting ""Mona Lisa"" was not actually completed in 1519, but rather in 1506.","The painting ""Mona Lisa"" was actually completed in 1519, not 1506, and this conclusion is supported by historical records from the Louvre Museum.","The painting ""Mona Lisa"" was completed in the early 1500s.",0.715,0.63,0.661,0.955
There is a species of bird currently unidentified by science living in the Amazon Rainforest.,There is not a species of bird currently unidentified by science living in the Amazon Rainforest.,There is a species of bird currently unidentified by science living in the most remote regions of the Amazon Rainforest.,There is a species of bird living in the Amazon Rainforest.,0.748,0.8098749999999999,0.913375,0.9098
The manuscript of the first complete version of the Bible was originally authored by more than 50 different individuals.,The manuscript of the first complete version of the Bible was not originally authored by more than 50 different individuals.,The manuscript of the first complete version of the Bible was originally authored by more than 100 different individuals.,The manuscript of the first complete version of the Bible was originally authored by multiple individuals.,0.249375,0.726,0.964,0.954625
There is extraterrestrial life in the universe.,There is no extraterrestrial life in the universe.,There is intelligent extraterrestrial life in the universe.,There is life in the universe.,0.40159999999999996,0.82125,0.14500000000000013,0.7440000000000001
Dolphins possess self-awareness similar to human beings.,Dolphins do not possess self-awareness similar to human beings.,"Dolphins possess self-awareness similar to human beings, as evidenced by their ability to recognize themselves in mirrors.",Dolphins possess some level of self-awareness.,0.9650000000000001,0.575,0.773125,0.85525
There is an unknown species of mammal living in the Amazon rainforest.,There is not an unknown species of mammal living in the Amazon rainforest.,There is an unknown species of mammal living in the Amazon rainforest that has not been observed by any researchers.,There is a species of mammal living in the Amazon rainforest.,0.978,0.043999999999999984,0.543,0.89775
The Parthenon was originally painted in bright colors.,The Parthenon was not originally painted in bright colors.,"The Parthenon was originally painted in bright colors, predominantly in shades of red and blue.",The Parthenon was originally painted in colors.,0.7569999999999999,0.299,0.78,0.745
The seventh planet in the Gliese 581 planetary system supports microbial life.,The seventh planet in the Gliese 581 planetary system does not support microbial life.,The seventh planet in the Gliese 581 planetary system supports microbial life in its liquid water oceans.,The Gliese 581 planetary system supports microbial life.,0.47437500000000005,0.12824999999999986,0.5485,0.19
Life exists elsewhere in the universe.,Life does not exist elsewhere in the universe.,Life exists elsewhere in the universe in the form of complex multicellular organisms.,Life exists in the universe.,0.847,0.16630000000000003,0.23050000000000004,0.37400000000000005
There are undiscovered species of mammals living in the Amazon rainforest that are larger than a domestic cat.,There are no undiscovered species of mammals living in the Amazon rainforest that are larger than a domestic cat.,There are undiscovered species of mammals living in the Amazon rainforest that are larger than a domestic cat and have a unique method of locomotion.,There are undiscovered species of mammals living in the Amazon rainforest.,0.5740000000000001,0.9425,0.27599999999999997,0.666
The Viking civilization had contact with the Native Americans before Christopher Columbus did.,The Viking civilization did not have contact with the Native Americans before Christopher Columbus did.,The Viking civilization had contact with the Native Americans at least 100 years before Christopher Columbus did.,The Viking civilization had contact with the Native Americans.,0.0,0.8275,0.0,0.7625
Dolphins possess a level of self-awareness comparable to humans.,Dolphins do not possess a level of self-awareness comparable to humans.,Dolphins possess a level of self-awareness comparable to humans in complex social situations.,Dolphins possess some level of self-awareness.,0.7045,0.806875,0.382,0.9075
"The Mona Lisa was actually painted in 1507, not 1503 as commonly believed.","The Mona Lisa was not actually painted in 1507, but rather in 1503 as commonly believed.","The Mona Lisa was actually painted in 1507, not 1503 as commonly believed, and it was completed in a single year rather than over several years.",The Mona Lisa was painted in the early 1500s.,0.15300000000000008,0.47337500000000005,0.57,0.9755
Dinosaurs were warm-blooded creatures.,Dinosaurs were not warm-blooded creatures.,Most dinosaurs were warm-blooded creatures that lived in temperate climates.,Some dinosaurs were warm-blooded creatures.,0.6000000000000001,0.76625,0.538,0.7697499999999999
There is water in liquid form under the surface of Mars.,There is not water in liquid form under the surface of Mars.,There is liquid water in significant quantities under the surface of Mars.,There is water in some form under the surface of Mars.,0.553375,0.0,0.991,0.987625
There is life on other planets within our galaxy.,There is not life on other planets within our galaxy.,There is intelligent life on other planets within our galaxy.,There is life on other planets.,0.06212500000000004,0.0,0.20400000000000001,0.8440000000000001
Quartz is the most common mineral on Earth's surface.,Quartz is not the most common mineral on Earth's surface.,"Quartz is the most common mineral on Earth's surface, accounting for over 50% of the crust by volume.",Quartz is a common mineral on Earth's surface.,0.9005,0.951125,0.955375,0.9005
