original_claim,negated_claim,strengthened_claim,weakened_claim,original_prob,negation_prob,more_specific_prob,less_specific_prob
French Queen Marie Antoinette was romantically involved with Swedish Count Axel von Fersen.,French Queen Marie Antoinette was not romantically involved with Swedish Count Axel von Fersen.,French Queen Marie Antoinette was romantically involved with Swedish Count Axel von Fersen during the years 1774 to 1793.,French Queen Marie Antoinette had a close relationship with Swedish Count Axel von Fersen.,0.43137500000000006,0.9,0.52125,0.6757500000000001
Amelia Earhart was taken captive by the Japanese government after her plane disappeared.,Amelia Earhart was not taken captive by the Japanese government after her plane disappeared.,"Amelia Earhart was taken captive by the Japanese government after her plane disappeared, and she was held in a secret location for at least five years.",Amelia Earhart was taken captive after her plane disappeared.,0.26199999999999996,0.10687500000000005,0.05,0.024499999999999994
The Roman Emperor Caligula actually appointed his horse Incitatus to a political office.,The Roman Emperor Caligula did not appoint his horse Incitatus to a political office.,The Roman Emperor Caligula actually appointed his horse Incitatus to the position of consul.,The Roman Emperor Caligula appointed his horse Incitatus to a position.,0.10687500000000005,0.98875,0.5880000000000001,0.7932499999999999
"Bertha von Suttner, a 19th-century peace activist and author, directly influenced Alfred Nobel's decision to create the Nobel Peace Prize.","Bertha von Suttner, a 19th-century peace activist and author, did not directly influence Alfred Nobel's decision to create the Nobel Peace Prize.","Bertha von Suttner, a 19th-century peace activist and author, directly influenced Alfred Nobel's decision to create the Nobel Peace Prize through her personal correspondence with him.","Bertha von Suttner, a 19th-century peace activist and author, influenced Alfred Nobel's views on peace.",0.95525,0.21250000000000002,0.6637500000000001,0.8051249999999999
Leonardo da Vinci was left-handed.,Leonardo da Vinci was not left-handed.,Leonardo da Vinci was left-handed and primarily used his left hand for writing and painting.,Leonardo da Vinci was likely left-handed.,0.96275,0.909,0.95125,0.88
Christopher Columbus was seeking a route to India when he stumbled upon the Americas.,Christopher Columbus was not seeking a route to India when he stumbled upon the Americas.,Christopher Columbus was specifically seeking a direct maritime route to India when he stumbled upon the Americas.,Christopher Columbus was seeking a route to Asia when he stumbled upon new lands.,0.73075,0.798,0.7022499999999999,0.736
"Cleopatra VII, the last active ruler of the Ptolemaic Kingdom of Egypt, was more Greek than Egyptian in ancestry.","Cleopatra VII, the last active ruler of the Ptolemaic Kingdom of Egypt, was not more Greek than Egyptian in ancestry.","Cleopatra VII, the last active ruler of the Ptolemaic Kingdom of Egypt, was more Greek than Egyptian in ancestry, with at least 75% of her lineage traced back to Greek heritage.",Cleopatra VII had Greek ancestry.,0.866875,0.889,0.816,0.9544999999999999
"Thomas Jefferson had a romantic relationship with Sally Hemings, his slave.","Thomas Jefferson did not have a romantic relationship with Sally Hemings, his slave.","Thomas Jefferson had a long-term romantic relationship with Sally Hemings, his slave, that lasted for over a decade.",Thomas Jefferson had a relationship with Sally Hemings.,0.9526249999999999,0.1,0.9528749999999999,0.96675
Cleopatra VII was of pure Macedonian Greek descent.,Cleopatra VII was not of pure Macedonian Greek descent.,Cleopatra VII was of pure Macedonian Greek descent with no known ancestral ties to any other ethnic group.,Cleopatra VII had Macedonian Greek ancestry.,0.1,0.95,0.008999999999999994,0.950375
The Lost Colony of Roanoke was relocated and assimilated into the local Native American tribes.,The Lost Colony of Roanoke was not relocated and assimilated into the local Native American tribes.,The Lost Colony of Roanoke was relocated and assimilated into the local Native American tribes within a year of their disappearance.,The Lost Colony of Roanoke was relocated.,0.25425000000000003,0.72675,0.132,0.6320000000000001
Napoleon Bonaparte was poisoned to death.,Napoleon Bonaparte was not poisoned to death.,Napoleon Bonaparte was poisoned to death using arsenic.,Napoleon Bonaparte was poisoned.,0.316,0.566775,0.6280000000000001,0.07500000000000001
"Marcus Brutus was directly involved in the assassination of Julius Caesar because of personal reasons, rather than political ones.","Marcus Brutus was not directly involved in the assassination of Julius Caesar because of personal reasons, rather than political ones.","Marcus Brutus was directly involved in the assassination of Julius Caesar primarily due to deeply personal reasons stemming from a longstanding family feud, rather than political ones.",Marcus Brutus was involved in the assassination of Julius Caesar for various reasons.,0.18200000000000005,0.2835,0.04049999999999998,0.9911
Alexander the Great was poisoned to death.,Alexander the Great was not poisoned to death.,Alexander the Great was poisoned to death by a specific toxin administered by a political rival.,Alexander the Great was murdered.,0.5673750000000001,0.870625,0.315,0.349125
William Shakespeare is the real author of all the plays attributed to him.,William Shakespeare is not the real author of all the plays attributed to him.,"William Shakespeare is the real author of all the plays attributed to him, with the exception of one play that remains disputed.",William Shakespeare is the real author of some of the plays attributed to him.,0.9959,0.14400000000000002,0.984125,0.97515
William Shakespeare wrote all of his plays without any collaboration.,William Shakespeare did not write all of his plays without any collaboration.,William Shakespeare wrote all of his plays without any collaboration and completed them within a span of ten years.,William Shakespeare wrote some of his plays without any collaboration.,0.859,0.9025000000000001,0.0675,0.993625
Julius Caesar was assassinated because of his plans to make himself a king.,Julius Caesar was not assassinated because of his plans to make himself a king.,"Julius Caesar was assassinated specifically because of his plans to make himself a king, which threatened the power of the Roman Senate and the Republic.",Julius Caesar was assassinated because of his political ambitions.,0.734,0.2955,0.830875,0.6895
Richard III of England ordered the murder of the Princes in the Tower.,Richard III of England did not order the murder of the Princes in the Tower.,Richard III of England personally ordered the murder of the Princes in the Tower to secure his claim to the throne.,Richard III of England was involved in the events surrounding the Princes in the Tower.,0.828125,0.7406250000000001,0.168,0.7457499999999999
Jack the Ripper was a medical professional.,Jack the Ripper was not a medical professional.,Jack the Ripper was a medical professional with specialized training in surgery.,Jack the Ripper had some medical knowledge.,0.11699999999999999,0.9875,0.15,0.7581249999999999
"Cleopatra VII of Egypt bore Julius Caesar a son, named Caesarion.","Cleopatra VII of Egypt did not bear Julius Caesar a son, named Caesarion.","Cleopatra VII of Egypt bore Julius Caesar a son, named Caesarion, during their time in Rome.",Cleopatra VII of Egypt had a child with Julius Caesar.,0.955375,0.0,0.9505,0.93575
Julius Caesar was assassinated because of his increasing power and perceived threat to the Roman Republic.,Julius Caesar was not assassinated because of his increasing power and perceived threat to the Roman Republic.,"Julius Caesar was assassinated primarily because of his increasing power and perceived threat to the Roman Republic, particularly due to his declaration of being dictator for life.",Julius Caesar was assassinated due to concerns about his power.,0.95,0.022499999999999992,0.9357500000000001,0.9525
"Richard III of England was directly responsible for the disappearance and presumed murder of his nephews, the Princes in the Tower.","Richard III of England was not directly responsible for the disappearance and presumed murder of his nephews, the Princes in the Tower.","Richard III of England was directly responsible for the disappearance and presumed murder of his nephews, the Princes in the Tower, as evidenced by contemporary accounts from at least three reliable historical sources.","Richard III of England was involved in the events surrounding the disappearance of his nephews, the Princes in the Tower.",0.5175,0.602875,0.42299999999999993,0.8312499999999999
The Lost Colony of Roanoke relocated and integrated with the nearby Croatoan tribe.,The Lost Colony of Roanoke did not relocate and integrate with the nearby Croatoan tribe.,"The Lost Colony of Roanoke relocated and fully integrated with the nearby Croatoan tribe, adopting their language and customs.",The Lost Colony of Roanoke relocated and integrated with a nearby tribe.,0.4275,0.7050000000000001,0.40950000000000003,0.17250000000000001
Alexander the Great's death was likely due to natural causes rather than poisoning.,Alexander the Great's death was not likely due to natural causes rather than poisoning.,"Alexander the Great's death was likely due to natural causes rather than poisoning, specifically due to a fever caused by malaria.",Alexander the Great's death was likely due to natural causes.,0.7125,0.754,0.621,0.612
William Shakespeare wrote all of his own plays.,William Shakespeare did not write all of his own plays.,William Shakespeare wrote all of his own plays without any collaboration or assistance from other writers.,William Shakespeare wrote some of his own plays.,0.8245,0.234375,0.4,1.0
Genghis Khan died from injuries sustained during a fall from his horse.,Genghis Khan did not die from injuries sustained during a fall from his horse.,Genghis Khan died from injuries sustained during a fall from his horse while leading a military campaign.,Genghis Khan died from injuries.,0.96,0.6958750000000001,0.94375,0.982
"Cleopatra VII, the last ruler of Egypt's Ptolemaic Dynasty, was not of Egyptian descent, but instead mostly Greek.","""Cleopatra VII, the last ruler of Egypt's Ptolemaic Dynasty, was of Egyptian descent, not mostly Greek.""","Cleopatra VII, the last ruler of Egypt's Ptolemaic Dynasty, was not of Egyptian descent, but instead mostly Greek, with at least 75% of her ancestry traced back to Greek lineage.","Cleopatra VII, the last ruler of Egypt's Ptolemaic Dynasty, was not of Egyptian descent.",0.85025,0.5582500000000001,0.851125,0.82175
"Christopher Columbus originally set sail in 1492 to find a new trade route to India, not to discover America.","Christopher Columbus did not originally set sail in 1492 to find a new trade route to India, but to discover America.","Christopher Columbus originally set sail in 1492 specifically to find a new trade route to India, believing it would take him directly to the East Indies, not to discover America.",Christopher Columbus set sail in 1492 to find a new trade route.,0.958,0.95,0.9554999999999999,0.95475
Julius Caesar was assassinated because of his increasing imperial power.,Julius Caesar was not assassinated because of his increasing imperial power.,Julius Caesar was assassinated specifically because of his increasing imperial power and the fear it instilled in the Roman Senate regarding the potential establishment of a monarchy.,Julius Caesar was assassinated for various reasons.,0.830875,0.29174999999999995,0.830875,0.9544999999999999
William Shakespeare wrote all of his plays entirely by himself.,William Shakespeare did not write all of his plays entirely by himself.,William Shakespeare wrote all of his plays entirely by himself without any collaboration or assistance from other writers.,William Shakespeare wrote some of his plays.,0.02875000000000001,0.9544999999999999,0.048,1.0
"Leif Erikson was the first European to set foot on North America, before Christopher Columbus.","Leif Erikson was not the first European to set foot on North America, before Christopher Columbus.","Leif Erikson was the first European to set foot on North America, specifically in Newfoundland, at least 500 years before Christopher Columbus.",Leif Erikson was one of the early Europeans to set foot on North America.,0.908,0.960375,0.964375,0.959
Angkor Wat was fully built during the reign of Suryavarman II.,Angkor Wat was not fully built during the reign of Suryavarman II.,"Angkor Wat was fully built during the reign of Suryavarman II, specifically between 1113 and 1150 AD.",Angkor Wat was built during the reign of Suryavarman II.,0.73,0.95575,0.98875,1.0
Shakespeare wrote all of his plays without any co-authors.,Shakespeare did not write all of his plays without any co-authors.,Shakespeare wrote all of his plays without any co-authors and completed them within a single decade.,Shakespeare wrote some of his plays without any co-authors.,0.98,0.43225,0.0955,0.9512499999999999
Nikola Tesla died penniless and in debt.,Nikola Tesla did not die penniless and in debt.,"Nikola Tesla died penniless and in significant debt exceeding $100,000.",Nikola Tesla died with financial difficulties.,0.96625,0.855,0.19999999999999996,0.997625
Marco Polo visited China during the Yuan Dynasty.,Marco Polo did not visit China during the Yuan Dynasty.,"Marco Polo visited China during the height of the Yuan Dynasty, specifically between 1275 and 1292.",Marco Polo visited China.,0.990375,0.87875,0.8074999999999999,0.974375
John Wilkes Booth was primarily motivated by political reasons in assassinating Abraham Lincoln.,John Wilkes Booth was not primarily motivated by political reasons in assassinating Abraham Lincoln.,John Wilkes Booth was primarily motivated by political reasons related to the preservation of the Confederacy in assassinating Abraham Lincoln.,John Wilkes Booth had various motivations in assassinating Abraham Lincoln.,0.9592499999999999,0.5647500000000001,0.9572499999999999,0.95875
Pluto is anatomically considered a planet by the majority of astronomers.,Pluto is not anatomically considered a planet by the majority of astronomers.,Pluto is anatomically considered a planet by the majority of astronomers in the United States.,Pluto is considered a planet by some astronomers.,0.1,0.98505,0.2,0.95
Chickens have the ability to fly more than 500 meters at a time.,Chickens do not have the ability to fly more than 500 meters at a time.,Chickens have the ability to fly more than 500 meters at a time under ideal conditions.,Chickens have the ability to fly.,0.1,0.97975,0.008500000000000008,0.08450000000000002
The core of Jupiter consists of heavy elements.,The core of Jupiter does not consist of heavy elements.,The core of Jupiter consists primarily of heavy elements such as iron and nickel.,The core of Jupiter consists of elements.,0.806,0.97975,0.88525,0.984
The Voynich manuscript was created as a deliberate hoax.,The Voynich manuscript was not created as a deliberate hoax.,The Voynich manuscript was created as a deliberate hoax by a known author in the 16th century.,The Voynich manuscript was created for a purpose.,0.623,0.7299999999999999,0.038000000000000006,0.8054999999999999
Extraterrestrial life exists in our galaxy.,Extraterrestrial life does not exist in our galaxy.,Extraterrestrial life exists in our galaxy and is capable of communicating with humans.,Extraterrestrial life exists.,0.27825,0.95,0.07500000000000001,0.6799999999999999
There is a species of bird currently unidentified by science living in the Amazon Rainforest.,There is not a species of bird currently unidentified by science living in the Amazon Rainforest.,There is a species of bird currently unidentified by science living in the most remote regions of the Amazon Rainforest.,There is a species of bird living in the Amazon Rainforest.,0.75375,0.8,0.7045,0.9996
There is extraterrestrial life in the universe.,There is no extraterrestrial life in the universe.,There is intelligent extraterrestrial life in the universe.,There is life in the universe.,0.2925,0.8,0.197,0.8290000000000001
Dolphins possess self-awareness similar to human beings.,Dolphins do not possess self-awareness similar to human beings.,"Dolphins possess self-awareness similar to human beings, as evidenced by their ability to recognize themselves in mirrors.",Dolphins possess some level of self-awareness.,0.22049999999999997,0.6543749999999999,0.5844999999999999,0.6637500000000001
There is an unknown species of mammal living in the Amazon rainforest.,There is not an unknown species of mammal living in the Amazon rainforest.,There is an unknown species of mammal living in the Amazon rainforest that has not been observed by any researchers.,There is a species of mammal living in the Amazon rainforest.,0.8015,0.9,0.709,0.999525
The seventh planet in the Gliese 581 planetary system supports microbial life.,The seventh planet in the Gliese 581 planetary system does not support microbial life.,The seventh planet in the Gliese 581 planetary system supports microbial life in its liquid water oceans.,The Gliese 581 planetary system supports microbial life.,0.031500000000000014,0.973,0.02800000000000001,0.27099999999999996
The Viking civilization had contact with the Native Americans before Christopher Columbus did.,The Viking civilization did not have contact with the Native Americans before Christopher Columbus did.,The Viking civilization had contact with the Native Americans at least 100 years before Christopher Columbus did.,The Viking civilization had contact with the Native Americans.,0.9575,0.7528750000000001,0.52875,0.7
"The Mona Lisa was actually painted in 1507, not 1503 as commonly believed.","The Mona Lisa was not actually painted in 1507, but rather in 1503 as commonly believed.","The Mona Lisa was actually painted in 1507, not 1503 as commonly believed, and it was completed in a single year rather than over several years.",The Mona Lisa was painted in the early 1500s.,0.0040000000000000036,0.03200000000000003,0.02700000000000001,0.999795
Dinosaurs were warm-blooded creatures.,Dinosaurs were not warm-blooded creatures.,Most dinosaurs were warm-blooded creatures that lived in temperate climates.,Some dinosaurs were warm-blooded creatures.,0.660875,0.6,0.4905,0.72675
There is water in liquid form under the surface of Mars.,There is not water in liquid form under the surface of Mars.,There is liquid water in significant quantities under the surface of Mars.,There is water in some form under the surface of Mars.,0.833,0.6,0.738,0.9542499999999999
There is life on other planets within our galaxy.,There is not life on other planets within our galaxy.,There is intelligent life on other planets within our galaxy.,There is life on other planets.,0.395,0.9,0.6799999999999999,0.26874999999999993
There are more than 20 undiscovered species of mammals in the Amazon rainforest.,There are not more than 20 undiscovered species of mammals in the Amazon rainforest.,There are at least 30 undiscovered species of mammals in the Amazon rainforest.,There are undiscovered species of mammals in the Amazon rainforest.,0.883,0.22499999999999998,0.96625,0.9548749999999999
"The building blocks of our universe are not matter and energy, but information.","The building blocks of our universe are matter and energy, not information.","The building blocks of our universe are not matter and energy, but information encoded in a specific quantum state.",The building blocks of our universe include information.,0.2565,0.805,0.1675,0.9105
"Shakespeare's play ""Henry VIII"" was co-written by John Fletcher.","Shakespeare's play ""Henry VIII"" was not co-written by John Fletcher.","Shakespeare's play ""Henry VIII"" was co-written by John Fletcher and was primarily written during the early 17th century.","Shakespeare's play ""Henry VIII"" was written by more than one person.",0.69825,0.9875,0.97925,0.843125
Life exists on planets other than Earth.,Life does not exist on planets other than Earth.,Life exists on planets other than Earth that have conditions similar to those on Earth.,Life exists on some planets.,0.5574999999999999,0.1,0.16500000000000004,0.33675000000000005
"The painting ""Mona Lisa"" was originally created with eyebrows.","The painting ""Mona Lisa"" was not originally created with eyebrows.","The painting ""Mona Lisa"" was originally created with clearly defined eyebrows.","The painting ""Mona Lisa"" was originally created with some facial features.",0.7600000000000001,0.957125,0.08150000000000002,1.0
Aliens exist in the observable universe.,Aliens do not exist in the observable universe.,Intelligent aliens exist in the observable universe.,Life exists in the observable universe.,0.2505,0.9,0.56575,0.9963
There is life beyond Earth.,There is no life beyond Earth.,There is intelligent life beyond Earth.,There is life in the universe.,0.1685,0.22499999999999998,0.21700000000000003,0.8180000000000001
There is likely life on other planets in the universe.,There is not likely life on other planets in the universe.,There is likely complex life on planets similar to Earth in the habitable zones of their stars in the universe.,There is life on some planets in the universe.,0.65625,0.026999999999999996,0.546,0.6107499999999999
"The painting ""Mona Lisa"" has been stolen from the Louvre Museum in France more than once in its history.","The painting ""Mona Lisa"" has not been stolen from the Louvre Museum in France more than once in its history.","The painting ""Mona Lisa"" has been stolen from the Louvre Museum in France at least three times in its history.","The painting ""Mona Lisa"" has been stolen from the Louvre Museum in France.",0.0,0.99955,0.0,0.0
There is water in the liquid state on Mars.,There is not water in the liquid state on Mars.,There is liquid water on the surface of Mars during the summer months.,There is water on Mars.,0.6789999999999999,0.956125,0.6615,0.99095
Oxygen levels in Earth's atmosphere are decreasing marginally over time due to industrial pollution.,Oxygen levels in Earth's atmosphere are not decreasing marginally over time due to industrial pollution.,"Oxygen levels in Earth's atmosphere are decreasing marginally over time due to industrial pollution, with a reduction of at least 0.1% per decade.",Oxygen levels in Earth's atmosphere are changing over time.,0.6759999999999999,0.1875,0.862,0.99205
There is liquid water under the ice cap of Mars.,There is not liquid water under the ice cap of Mars.,There is liquid water under the ice cap of Mars that is at least 1 meter deep.,There is water under the ice cap of Mars.,0.7880000000000001,0.244375,0.63525,0.9428749999999999
Most people prefer dogs over cats.,Most people do not prefer dogs over cats.,Most people prefer large dog breeds over cats.,Some people prefer dogs over cats.,0.795,0.6,0.3,0.995625
Most of the world's chocolate is produced in West Africa.,Most of the world's chocolate is not produced in West Africa.,"Most of the world's chocolate is produced in West Africa, specifically in the countries of Côte d'Ivoire and Ghana.",A significant amount of the world's chocolate is produced in West Africa.,0.9895,0.98875,0.7932499999999999,0.95275
Bats are the primary natural reservoir for Ebola virus.,Bats are not the primary natural reservoir for Ebola virus.,Bats are the primary natural reservoir for the Zaire strain of the Ebola virus.,Bats are a natural reservoir for Ebola virus.,0.22499999999999998,0.9512499999999999,0.9215,0.95375
Caffeine intake can help improve cognitive performance in adults.,Caffeine intake cannot help improve cognitive performance in adults.,Caffeine intake can help improve cognitive performance in adults aged 18 to 35.,Caffeine intake can help improve cognitive performance.,0.7124999999999999,0.6,0.6525,0.744375
The health benefits of eating dark chocolate regularly includes improved heart health.,The health benefits of eating dark chocolate regularly do not include improved heart health.,The health benefits of eating dark chocolate regularly include improved heart health in individuals who consume at least 70% cocoa content.,The health benefits of eating dark chocolate include improved health.,0.6768749999999999,0.2,0.758625,0.6187499999999999
The average temperature of Earth's surface has increased by 1.62 degrees Fahrenheit since the end of the 19th century.,The average temperature of Earth's surface has not increased by 1.62 degrees Fahrenheit since the end of the 19th century.,"The average temperature of Earth's surface has increased by 1.62 degrees Fahrenheit since the end of the 19th century, with a significant portion of this increase occurring in urban areas.",The average temperature of Earth's surface has increased.,0.9996,0.0015000000000000013,0.9627,0.999929
The Mona Lisa is the most visited artwork in the Louvre Museum.,The Mona Lisa is not the most visited artwork in the Louvre Museum.,"The Mona Lisa is the most visited artwork in the Louvre Museum, attracting over 10 million visitors annually.",The Mona Lisa is a highly visited artwork in the Louvre Museum.,0.9585,0.98,0.985,0.999
The heart is located on the left side of the human body.,The heart is not located on the left side of the human body.,"The heart is located on the left side of the human body, specifically in the left thoracic cavity.",The heart is located in the chest.,0.23750000000000004,0.24049999999999994,0.99952,1.0
Exercise helps in improving mental health.,Exercise does not help in improving mental health.,Regular aerobic exercise for at least 150 minutes per week significantly improves mental health in adults with diagnosed anxiety disorders.,Exercise helps in improving health.,0.82125,0.1,0.958375,0.955125
The average human body contains approximately 25 trillion red blood cells.,The average human body does not contain approximately 25 trillion red blood cells.,The average human body contains approximately 25 trillion red blood cells in a healthy adult male.,The average human body contains a large number of red blood cells.,0.9995,0.03562500000000013,0.997625,0.9850499999999999
Julius Caesar had a pet bird.,Julius Caesar did not have a pet bird.,Julius Caesar had a pet parrot.,Julius Caesar had a pet.,0.2,0.85,0.1,0.3
"The painting ""Mona Lisa"" contains a hidden message.","The painting ""Mona Lisa"" does not contain a hidden message.","The painting ""Mona Lisa"" contains a hidden message that can only be revealed under ultraviolet light.","The painting ""Mona Lisa"" contains a message.",0.029250000000000012,0.6335999999999999,0.1,0.41600000000000004
An original copy of the U.S. Declaration of Independence is hidden somewhere in a suburban house in Indiana.,An original copy of the U.S. Declaration of Independence is not hidden anywhere in a suburban house in Indiana.,An original copy of the U.S. Declaration of Independence is hidden in a specific suburban house built before 1900 in Indiana.,An original copy of the U.S. Declaration of Independence is hidden somewhere in a house in Indiana.,0.00040000000000000105,0.99,0.00042500000000000003,0.01
Dolphins have a longer lifespan than humans.,Dolphins do not have a longer lifespan than humans.,"Dolphins have a longer lifespan than humans, living on average over 60 years in the wild.",Dolphins have a long lifespan.,0.95,0.31825000000000003,0.9865,0.8027500000000001
"There are more than 2,000 languages spoken in Africa.","There are not more than 2,000 languages spoken in Africa.","There are more than 2,500 languages spoken in Africa.",There are many languages spoken in Africa.,0.99975,0.8,0.8882499999999999,1.0
There is a parrot in the living room of the house next door.,There is not a parrot in the living room of the house next door.,"There is a specific species of parrot, a blue-and-yellow macaw, in the living room of the house next door.",There is a bird in the living room of the house next door.,0.0,0.0,0.1,0.004500000000000004
There are more than 300 species of octopus.,There are not more than 300 species of octopus.,"There are more than 300 species of octopus, with at least 50 of them being found in the Pacific Ocean.",There are many species of octopus.,0.99775,0.8,0.9975,0.999525
The city of Paris has more bridges than the city of London.,The city of Paris does not have more bridges than the city of London.,The city of Paris has at least 10 more bridges than the city of London.,The city of Paris has many bridges.,0.7575000000000001,0.7499999999999999,0.958,0.99775
A cat in the city of New York is named Oscar.,A cat in the city of New York is not named Oscar.,A cat in the city of New York named Oscar has won a local pet beauty contest.,A cat in a city is named Oscar.,0.1,0.99,0.2,0.0
The Great Pyramid of Giza contains undiscovered secret chambers.,The Great Pyramid of Giza does not contain undiscovered secret chambers.,The Great Pyramid of Giza contains at least three undiscovered secret chambers.,The Great Pyramid of Giza contains secret chambers.,0.09500000000000003,0.96175,0.054000000000000006,0.13575000000000004
The Mona Lisa painting housed in the Louvre Museum contains hidden symbols that have yet to be discovered.,The Mona Lisa painting housed in the Louvre Museum does not contain hidden symbols that have yet to be discovered.,The Mona Lisa painting housed in the Louvre Museum contains at least three hidden symbols that have yet to be discovered.,The Mona Lisa painting housed in the Louvre Museum contains symbols that have yet to be discovered.,0.08399999999999999,0.985,0.38,0.889
Solar power is the most widely used renewable energy source worldwide.,Solar power is not the most widely used renewable energy source worldwide.,"Solar power is the most widely used renewable energy source worldwide, accounting for at least 40% of all renewable energy consumption.",Solar power is a widely used renewable energy source worldwide.,0.43875,0.8929999999999999,0.862,0.95375
The primary language spoken in the home of a randomly selected person from Canada is English.,The primary language spoken in the home of a randomly selected person from Canada is not English.,"The primary language spoken in the home of a randomly selected person from Canada is English, and they are not bilingual.",The primary language spoken in the home of a randomly selected person from Canada is a language other than French.,0.53375,0.135,0.87,0.97975
"There are more than 100,000 species of fungi in the world.","There are not more than 100,000 species of fungi in the world.","There are more than 100,000 species of fungi in the world, with at least 10,000 species yet to be discovered.",There are many species of fungi in the world.,0.99325,0.8,0.9552499999999999,0.9998
The capital city of France has a population over 3 million.,The capital city of France does not have a population over 3 million.,The capital city of France has a population over 3.5 million.,The capital city of France has a population over 1 million.,0.8316000000000001,1.0,0.9627749999999999,0.9824999999999999
Giraffes sleep for less than two hours a day.,Giraffes do not sleep for less than two hours a day.,Giraffes sleep for less than one hour a day.,Giraffes sleep for a short amount of time each day.,0.7280000000000001,0.968125,0.8155,0.973
Gasoline prices in the United States will rise within the next month.,Gasoline prices in the United States will not rise within the next month.,Gasoline prices in the United States will rise by at least 10% within the next month.,Gasoline prices in the United States will change within the next month.,0.4,0.3,0.3,0.9975
Elephants are more intelligent than horses.,Elephants are not more intelligent than horses.,"Elephants are significantly more intelligent than horses, as evidenced by their ability to solve complex problems and use tools.",Elephants are intelligent animals.,0.91375,0.6000000000000001,0.6693749999999999,0.952375
A blue whale's heart weighs approximately 400 pounds.,A blue whale's heart does not weigh approximately 400 pounds.,A blue whale's heart weighs approximately 400 pounds when fully grown.,A blue whale's heart weighs around 400 pounds.,0.98575,0.96,0.985,0.9924999999999999
Dolphins are considered one of the most intelligent species on the planet.,Dolphins are not considered one of the most intelligent species on the planet.,"Dolphins are considered one of the most intelligent species on the planet, exhibiting problem-solving skills comparable to those of great apes.",Dolphins are considered one of the intelligent species on the planet.,0.9428749999999999,0.75,0.7965,0.855
Polar bears are left-handed.,Polar bears are not left-handed.,Almost all polar bears are left-handed.,Polar bears have a preference for using one paw over the other.,0.1,0.95,0.1,0.925
Cell phones are the most popular technology device in the world.,Cell phones are not the most popular technology device in the world.,Cell phones are the most popular technology device in the world among individuals aged 18 to 34.,Cell phones are a popular technology device in the world.,0.9924999999999999,0.21150000000000002,0.97,0.999525
